101005,U盘,USB drive
101006,移动硬盘,Mobile hard disk drive
101007,鼠标垫,Mouse pad
101008,摄像头,Camera
101009,线缆,Cable
101010,手写板,Handwriting board
101011,硬盘盒,Hard-disk cartridge
101012,电脑工具,Computer tools
101013,电脑清洁,Computer cleaning
101014,UPS电源,UPS power supply
101015,插座,Socket
101016,进口外设产品,Imported peripheral products
101101,游戏机,Recreational machines
101102,游戏耳机,Game headset
101103,手柄/方向盘,Handle / steering wheel
101104,游戏软件,Game software
101105,游戏周边,Game peripherals
101106,进口游戏产品,Import game products
101201,路由器,Router
101202,网络机顶盒,Iptv
101203,交换机,Switch
101204,网络存储,Network storage
101205,网卡,Network card
101206,4G/3G上网,4G/3G Internet
101207,网络配件,Network accessories
101208,进口网络产品,Import network products
101301,投影机,Projector
101302,投影配件,Projection accessories
101303,多功能一体机,Multifunctional integrated machine
101304,打印机,Printer
101305,传真设备,Facsimile equipment
101306,验钱/点钞机,Money checking machine
101307,扫描设备,Scanning equipment
101308,复合机,Composite machine
101309,碎纸机,Shredder
101310,考勤机,Attendance machine
101311,收银机,Cash register
101312,会议音频视频,Conference audio video
101313,保险柜,Safe
101314,装订/封装机,Binding / packaging machine
101315,安防监控,Security monitoring
101316,办公家具,Office furniture
101317,白板,Whiteboard
101318,进口办公设备,Import office equipment
101401,硒鼓/墨粉,Toner cartridge
101402,墨盒,Ink cartridge
101403,色带,Ribbon
101404,纸类,Paper
101405,办公文具,Office stationery
101406,学生文具,School Supplies
101407,文件管理,File management
101408,本册/便签,Book / memo
101409,计算器,Calculator
101410,笔类,Pen
101411,画具画材,Painting painting materials
101412,财会用品,Accounting supplies
101413,刻录碟片/附件,CD / attachment
101414,进口文具耗材,Imported stationery supplies
101501,延保服务,Extended warranty service
101502,上门安装,Door installation
101503,维修保养,Maintenance
101504,电脑软件,Computer software
101505,进口服务产品,Import service products
110101,感冒咳嗽,Cold cough
110102,补肾壮阳,Tonifying kidney and strengthening yang
110103,补气养血,Invigorating qi and nourishing blood
110104,止痛镇痛,Analgesia
110105,耳鼻喉用药,Otorhinolaryngology
110106,眼科用药,Ophthalmic medication
110107,口腔用药,Oral medication
110108,皮肤用药,Skin medication
110109,肠胃消化,Gastrointestinal digestion
110110,风湿骨外伤,Rheumatic bone injury
110111,男科/泌尿,Andrology / urology
110112,妇科用药,Gynecological medication
110113,儿科用药,Pediatric medication
110114,心脑血管,Cardio cerebrovascular
110115,肝胆用药,Hepatobiliary drugs
110116,进口药品,Imported drugs
110201,调节免疫,Regulating immunity
110202,调节三高,Regulate three high
110203,缓解疲劳,Relieve fatigue
110204,美体塑身,Body sculpting
110205,美容养颜,Maintain beauty and keep young
110206,肝肾养护,Liver and kidney conservation
110207,肠胃养护,Gastrointestinal maintenance
110208,明目益智,Eyesight improving
110209,骨骼健康,Bone health
110210,改善睡眠,Improve sleep
110211,抗氧化,Antioxidant
110212,耐缺氧,Hypoxia tolerance
110213,进口保健品,Imported health products
110301,维生素/矿物质,Vitamins / minerals
110302,蛋白质,Protein
110303,鱼油/磷脂,Fish oil / phospholipid
110304,螺旋藻,Spirulina
110305,番茄红素,Lycopene
110306,叶酸,Folic acid
110307,葡萄籽,Grape pip
110308,左旋肉碱,L-carnitine
110309,辅酶Q10,Coenzyme Q10
110310,益生菌,Probiotics
110311,玛咖?,Maca
110312,膳食纤维,Dietary fiber
110313,牛初乳,Bovine colostrum
110314,胶原蛋白,Collagen protein
110315,大豆异黄酮,Soybean isoflavone
110316,芦荟提取,Aloe extract
110317,酵素,Enzyme
110401,阿胶,Donkey-hide gelatin 
110402,蜂蜜/蜂产品,Honey / bee products
110403,枸杞,Matrimony vine
110404,燕窝,The bird's nest
110405,海参,Sea cucumber
110406,冬虫夏草,Cordyceps sinensis
110407,人参/西洋参,Ginseng / American ginseng
110408,三七,.
110409,鹿茸,Antler
110410,雪蛤,Snow toad
110411,青钱柳,Cyclocarya paliurus
110412,石斛/枫斗,Dendrobium candidum /
110413,灵芝/孢子粉,Ganoderma lucidum spore powder
110414,当归,Angelica
110415,养生茶饮,Health tea
110416,药食同源,Medicine food homology
110417,进口滋补品,Import invigorant
110501,安全避孕,Safe contraception
110502,验孕测孕,Pregnancy pregnancy test
110503,人体润滑,Human lubrication
110504,男用延时,Male delay
110505,男用器具,Male apparatus
110506,女用器具,Female implements
110507,情趣内衣,Sexy lingerie
110508,进口计生情趣品,Imports of raw materials
110601,血压计,Sphygmomanometer
110602,血糖仪,Blood glucose meter
110603,血氧仪,Oximeter
110604,体温计,The thermometer
110605,体重秤,Weighing scale
110606,胎心仪,Fetal heart
110607,呼吸制氧,Respiratory oxygen
110608,雾化器,Atomizer
110609,助听器,Deaf-aid
110610,轮椅,Wheelchair
110611,拐杖,A cane
110612,中医保健,TCM health
110613,养生器械,Health apparatus
110614,理疗仪,Physiotherapy instrument
110615,家庭护理,Home care
110616,智能健康,Intelligent health
110617,进口保健器械,Imported health apparatus
110701,隐形眼镜,Contact lenses
110702,护理液,Nursing liquid
110703,口罩,Mask
110704,眼罩/耳塞,Eye mask / earplug
110705,跌打损伤,Traumatic injury
110706,暖贴,Warm paste
110707,鼻喉护理,Nose and throat care
110708,眼部保健,Eye care
110709,美体护理,Body care
110710,进口护理护具,Import care
120101,1段,The 1 Section
120102,2段,The 2 section
120103,3段,The 3 section
120104,4段,The 4 section
120105,孕妈奶粉,Pregnant mother milk powder
120106,有机奶粉,Organic milk powder
120107,特殊配方奶粉,Special formula milk powder
120108,其他奶粉,Other milk
120109,进口奶粉,Imported milk powder
120201,辅食,Food supplement
120202,营养品,Nutrition
120203,零食,Snacks
120204,进口营养辅食品,Imported nutritious food
120301,NB号,No. NB
120302,S号,No. S
120303,M号,No. M
120304,L号,No. L
120305,XL号,No. XL
120306,XXL号,No. XXL
120307,拉拉裤,Lala pants
120308,成人尿裤,Adult Diaper
120309,婴儿湿巾,Baby wipes
120310,其他尿裤湿巾,Other diaper wipes
120311,进口尿裤湿巾,Wet diaper
120401,奶嘴奶瓶,Nipple bottle
120402,牙胶安抚,Gutta percha
120403,食物存储,Food storage
120404,儿童餐具,Children tableware
120405,围兜,Bib
120406,防溅衣,Splash coat
120407,水壶,kettle
120408,水杯,Cup
120409,暖奶消毒,Warm milk disinfection
120410,辅食料理机,Food feeding machine
120411,吸奶器,Breast pump
120412,其他喂养用品,Other feeding products
120413,进口喂养用品,Imported feed
120501,洗发,Shampoo
120502,沐浴,Bath
120503,洗澡用具,Bathing utensil
120504,洗衣液,Washing liquid
120505,洗衣皂,Laundry soap
120506,座便器,Toilet seat
120507,宝宝护肤,Baby skin
120508,日常护理,Daily care
120509,理发器,Barber
120510,婴儿口腔清洁,Baby mouth cleaning
120511,驱蚊,Mosquito repellent
120512,防晒,Sunscreen
120513,其他洗护用品,Other toiletries
120514,进口洗护用品,Import toiletries
120601,婴儿推车,Baby stroller
120602,安全座椅,Safety seat
120604,婴儿床,Baby bed
120605,婴儿床垫,Baby mattress
120606,摇篮,Cradle
120607,婴儿摇椅,Baby rocking chair
120608,其他童床,Other crib
120609,进口童床桌椅,Import crib chairs
120701,婴儿推车,Baby stroller
120702,童乐车,Tong Le Che
120703,进口童车,Imported bassinet
120801,防辐射服,Radiation-proof clothes
120802,孕妈装,Pregnant mother dress
120803,文胸,Bras
120804,内裤,Underpants
120805,产后塑身,Postpartum fitness
120806,其他孕妇服饰,Other maternity dress
120807,孕妇护肤,Skin care for pregnant women
120808,孕期营养,Nutrition for Pregnancy
120809,其他孕妇护肤,Other skin care
120810,其他孕妇营养,Other pregnant women nutrition
120811,妈咪包,Mummy Bag
120812,背婴带,Dorsal band
120813,待产护理,Expectant nursing
120814,防溢乳垫,Overflow proof pad
120815,其他孕妇用品,Other maternity products
120816,进口孕妇用品,Import maternity supplies
120901,婴儿内衣,Baby underwear
120902,学步鞋,Prewalker
120903,婴儿外出服,Baby clothes
120904,婴儿礼盒,Baby gift
120905,其他婴儿服饰鞋帽,Other baby shoes
120906,睡袋,Sleeping bag
120907,抱被 ,Be hold
120908,家居床品,Home bedding
120909,安全防护,safety protection
120910,爬行垫,Creeping mat
120911,其他床品防护,Other bedding protection
120912,进口寝居服饰品,Import bedroom clothing accessories
121001,益智玩具,Souptoys
121002,积木拼插,LEGO
121003,DIY玩具,DIY toys
121004,创意减压,Creative decompression
121005,其他益智早教用品,Other educational supplies
121006,摇控,Remote control
121007,进口益智早教品,Import puzzle
121101,电动,Electric
121102,健身玩具,Fitness toy
121103,其他,Other
121104,进口遥控户外品,Imported outdoor products
121201,毛绒布艺,Plush fabric
121202,娃娃玩具,Doll toys
121203,其他,Other
121204,进口毛绒娃娃,Imported Plush Doll
130101,出游踏青,Outing outing
130102,跑步鞋,Running shoes
130103,休闲鞋,Casual shoes
130104,篮球鞋,Basketball shoes
130105,帆布鞋,Canvas shoe
130106,凉鞋,Sandals
130107,拖鞋,Slipper
130108,功能鞋,Functional shoes
130109,增高鞋,Heighten shoes
130110,工装鞋,Tooling shoes
130111,雨鞋,Rainshoes
130112,传统布鞋,Traditional cloth shoes
130113,男靴,Boots
130114,鞋配件,Shoes accessories
130115,其它,Other
130116,进口运动鞋包,Imported sports shoes bag
130201,T恤,T-shirt
130202,运动裤,Sports pants
130203,紧身衣,Tights
130204,运动套装,Sports suit
130205,运动背心,Sports vest
130206,羽绒服,Down Jackets
130207,卫衣,Sweater
130208,套头衫,Pullovers
130209,棉服,Cotton
130210,夹克,Jacket
130211,风衣,Windbreaker
130212,运动配饰,Sports accessories
130213,乒羽网服,Pingyuwang.
130214,其他运动服饰,Other sports apparel
130215,进口运动服饰,Imported sportswear
130301,跑步机,Treadmill
130302,健身车,Exercise bike
130303,动感单车,Dynamic bicycle
130304,椭圆机,Elliptical machine
130305,综合训练器,Comprehensive training device
130306,划船机,Rowing machine
130307,甩增机,Throwing machine
130308,倒立机,Handstand machine
130309,武术搏击,Wushu fighting
130310,踏步机,Stepper
130311,哑铃,Dumbbell
130312,仰卧板,Supine board
130313,收腹机,Abdomen machine
130314,瑜伽用品,Yoga products
130315,舞蹈用品,Dance supplies
130316,运动护具,Sport ware
130317,健腹轮,Abdominal wheel
130318,拉力器,Wall pulley
130319,臂力器,Arm apparatus
130320,跳绳,Rope skipping
130321,其他健身训练用品,Other fitness training products
130322,进口运动训练用品,Imported sports training supplies
130401,山地车,Mountain bike
130402,公路车,Road vehicle
130403,折叠车,Folding bike
130404,骑行服,Cycling wear
130405,电动车,Electric vehicle
130406,电动滑板车,Electric scooter
130407,城市自行车,City bike
130408,平衡车,Balance car
130409,穿戴装备,Wear equipment
130410,自行车配件,Bicycle accessories
130411,其他,Other
130412,进口骑行运动品,Imported sports goods
130501,乒乓球,Table Tennis
130502,羽毛球,Badminton
130503,篮球,Basketball
130504,足球,Football
130505,轮滑滑板,Roller skate
130506,网球,Tennis
130507,高尔夫,Golf
130508,台球,Billiards
130509,排球,Volleyball
130510,棋牌麻将,Mahjong
130511,民俗运动,Folklore movement
130512,其它,Other
130513,进口骑行体育用品,Imported sports goods
130601,户外出游,Outdoor travel
130602,户外风衣,Outdoor trench coat
130603,徒步鞋,Hiking shoes
130604,T恤,T-shirt
130605,冲锋衣裤,Assault suit
130606,速干衣裤,Quick dry
130607,越野跑鞋,Trail shoes
130608,滑雪服,Ski suit
130609,羽绒服,Down Jackets
130610,棉服,Cotton
130611,休闲衣裤,Casual wear
130612,抓绒衣裤,Cashmere underwear
130613,溯溪鞋,Upstream shoes
130614,沙滩,Sandy beach
130615,凉拖,Sandals
130616,休闲鞋,Casual shoes
130617,软壳衣裤,Soft shell underwear
130618,功能内衣,Functional underwear
130619,军迷服饰,Military Costume
130620,登山鞋,Climbing shoes
130621,工装鞋,Tooling shoes
130622,户外袜,Outdoor socks
130623,其他鞋服,Other shoes
130624,进口鞋服,Import shoes
130701,露营烧烤,Camping barbecue
130702,背包,knapsack
130703,账逢,Tent
130704,垫子,Mat
130705,望远镜,Telescope
130706,烧烤用具,Barbecue tools
130707,便携桌椅床,Portable bed and chair bed
130708,户外配饰,Outdoor accessories
130709,军迷用品,Army fans
130710,野餐用品,Picnic supplies
130711,睡袋,Sleeping bag
130712,吊床,Hammock
130713,救援装备,Rescue equipment
130714,户外照明,Outdoor lighting
130715,旅行装备,Travel equipment
130716,户外工具,Outdoor tools
130717,户外仪表,Outdoor instrument
130718,登山攀岩,Mountaineering
130719,极限户外,Extreme outdoor
130720,冲浪潜水,Surf dive
130721,滑雪装备,Ski equipment
130722,其他装备,Other equipment
130723,进口户外装备,Imported outdoor equipment
130801,钓竿,Fishing rod
130802,鱼线,Fishing line
130803,浮漂,Buoy
130804,鱼饵,Bait
130805,钓鱼配件,Fishing accessories
130806,渔具包,FishingBag
130807,钓箱钓椅,Fishing box
130808,鱼线轮,Fishing reel
130809,钓鱼灯,Fishing Light
130810,辅助装备,Auxiliary equipment
130811,进口垂钓用品,Import fishing supplies
130901,女士泳衣,Ladies swimwear
130902,比基尼,Bikini
130903,男士泳衣,Mens swimwear
130904,泳镜,Goggles
130905,游泳圈,Swimming ring
130906,游泳包,Swimming bag
130907,防水包,Waterproof bag
130908,泳帽,Bathing cap
130909,游泳配件,Swimming accessories
130910,其他游泳用品,Other swimming products
130911,进口旅游用品,Import tourist products
140101,微型车,Mini car
140102,小型车,Light-Duty Vehicle
140103,紧凑型车,Compact car
140104,中型车,Midsize car
140105,中大型车,Medium and large vehicle
140106,豪华车,Luxury car
140107,MPV,MPV
140108,SUV,SUV
140109,跑车,Sports car
140110,其他类型整车,Other types of vehicles
140111,进口汽车,Imported car
140201,出游必备,Essential travel
140202,机油,Engine oil
140203,轮胎,tyre
140204,添加剂,Additive
140205,防冻剂,Antifreeze
140206,滤清器,Filter
140207,蓄电池,Battery
140208,雨刷,Wiper
140209,刹车片/盘,Brake disc
140210,火花塞,Spark plug
140211,车灯,Automative lighting
140212,车毂,Car hub
140213,维修配件,Maintenance parts
140214,汽车玻璃,Automotive glass
140215,减震器,Shock absorber
140216,正时皮带,Timing belt
140217,底盘装甲/护板,Chassis armor / shield
140218,汽车喇叭,Car horn
140219,汽修工具,Auto repair tools
140220,贴膜,Film
140221,改装配件,Modified parts
140222,其他维修保养用品,Other maintenance supplies
140223,进口维修保养用品,Import maintenance supplies
140301,座垫,Cushion
140302,脚垫,Door mat
140303,座套,Seat cover
140304,头枕腰靠,Headrest rest
140305,方向盘套,Steering wheel cover
140306,后备箱垫,Trunk mat
140307,香水,Perfume
140308,挂件摆件,Pendant ornaments
140309,空气净化,Air purification
140310,车衣,Car cover
140311,功能小件,Functional small
140312,车身装饰件,Body trim
140313,其他汽车装饰,Other car decoration
140314,进口汽车装饰,Imported car decoration
140401,行车记录议,Driving record
140402,净化器,purifier
140403,蓝牙设备,Bluetooth device
140404,电源,Power Supply
140405,安全预警仪,Safety early warning instrument
140406,导航仪,Navigator
140407,冰箱,Refrigerator
140408,车债影音,Car debt video
140409,车载电台,Car radio
140410,智能车机,Intelligent vehicle
140411,倒车雷达,PDCParking Distance Control
140412,电器配件,Electrical accessories
140413,车载生活电器,Vehicle mounted electric appliance
140414,吸尘器,Vacuum cleaner
140415,智能驾驶,Intelligent driving
140416,汽车音响,Car audio
140417,其他车载电器,Other vehicle electrical equipment
140418,进口车载电器,Imported electric vehicle
140501,洗车机,Car washer
140502,洗车水枪,Car wash
140503,车蜡,Car wax
140504,镀晶镀膜,Plating coating
140505,玻璃水,Bath of glass
140506,清洁剂,Cleaning agent
140507,补漆笔,Color match paint pen
140508,毛巾掸子,Towel duster
140509,洗车配件,Car accessories
140510,其他美容清洗用品,Other beauty products
140511,进口美容清洗用品,Import beauty cleaning supplies
140601,安全座椅,Safety seat
140602,胎压监测,Tire pressure monitoring
140603,车载提篮,Vehicle basket
140604,轮胎报警器,Tyre alarm
140605,摩托车,Motorcycle
140606,摩托车装备,Motorcycle equipment
140607,防盗设备,Anti-theft equipment
140608,保温箱,Heat insulation box
140609,储物箱,Storage box
140610,自驾野营,Self driving camp
140611,充气泵,Air pump
140612,安全锤,Safety hammer
140613,应急工具,Emergency tool
140614,应急电源,Emergency supply
140615,其他安全自驾品,Other safety driving
140616,进口安全自驾品,Imported safe driving
140701,汽车贴膜,Auto paster
140702,装饰灯,Decorative lamp
140703,改色膜,Color changing film
140704,脚踏板,Pedal
140705,车顶架,Roof frame
140706,车顶箱,Roof box
140707,太阳镜,Sunglasses
140708,装饰条,Decorative strip
140709,其他外饰改装用品,Other exterior modification products
140710,进口外饰改装用品,Import exterior modification products
140801,赛事服装,Sports apparel
140802,赛事用品,Sporting goods
140803,制动系统,Braking system
140804,悬挂系统,Suspension system
140805,进气系统,Intake system
140806,排气系统,Exhaust system
140807,电子管理,Electronic management
140808,车身强化,Body reinforcement
140809,进口赛事改装品,Import event modification
150101,烹饪锅具,Cooking pot
150102,烧烤器具,Barbecue Set
150103,烹饪用具,Cooking utensil
150104,烘焙用具,baking utensils
150105,刀剪菜板,Scissors cutting board
150106,厨房配件,Kitchen accessories
150107,水具/酒具,Water / wine
150108,餐具,Tableware
150109,茶具/咖啡具,Tea / coffee set
150110,进口厨具,Imported kitchenware
150111,保温杯,Vacuum cup
150112,一次性餐桌用品,Disposable tableware
150113,其他,Other
150201,床品套件,Bed Kit
150202,被子,Quilt
150203,枕芯,Pillow
150204,蚊帐,Mosquito net
150205,凉席,Summer sleeping mat
150206,毛巾浴巾,Towel bath towel
150207,地毯地垫,Carpet mat
150208,床垫/床褥,Mattress / mattress
150209,毯子,Blanket
150210,抱枕靠垫,Pillow
150211,窗帘/窗纱,Window curtain
150212,床单/床笠,Fitted sheet / sheets
150213,被套,Quilt cover
150214,枕巾枕套,Pillow Pillowcase
150215,沙发垫套/椅垫,Sofa cushion / cushion
150216,桌布/罩件,Table / cover
150217,电热毯,Electric blanket
150218,布艺软饰,Fabric soft decoration
150219,进口家纺,Imported textile
150220,其他,Other
150301,收纳用品,Storage products
150302,雨伞雨具,Umbrella umbrella
150303,净化除味,Purification and odor removal
150304,浴室用品,Bathroom products
150305,洗晒/熨烫,Wash / iron
150306,缝纫/针织用品,Sewing / knitting products
150307,清洁工具,Cleaning tool
150308,进口日用,Import daily
150309,其他日用,Other daily
150401,装饰字画,Decorative calligraphy
150402,装饰摆件,Decoration
150403,手工/十字绣,Hand / Cross Stitch
150404,相框/照片墙,Frame / photo wall
150405,墙贴/装饰贴,Wall Stickers / decorative stickers
150406,花瓶花艺,Flower vase
150407,香薰蜡烛,Scented candles
150408,节庆饰品,Festive decorations
150409,钟饰,Bell ornaments
150410,帘艺隔断,Curtain partition
150411,创意家居,Creative home
150412,保暖防护,Thermal protection
150413,进口家装软饰,Imported home decoration
150414,其他,Other
150501,吸顶灯,Ceiling lamp
150502,吊灯,A chandelier
150503,台灯,Table lamp
150504,筒灯射灯,Downlight lamp
150505,装饰灯,Decorative lamp
150506,LED灯,LED lamp
150507,氛围照明,Ambient lighting
150508,落地灯,Floor lamp
150509,庭院灯,Yard lamp
150510,应急灯/手电,Emergency light / flashlight
150511,节能灯,Energy saving light
150512,进口灯具,Imported lamps
150513,其他,Other
150601,卧室家具,Bedroom furniture
150602,客厅家具,Living room furniture
150603,餐厅家具,Restaurant furniture
150604,书房家具,Study furniture
150605,儿童家具,Children furniture
150606,储物家具,Storage furniture
150607,阳台/户外,Balcony / outdoor
150608,办公家具,Office furniture
150609,床,Bed
150610,床垫/床褥,Mattress / mattress
150611,沙发垫套/椅垫,Sofa cushion / cushion
150612,电脑椅,Computer chair
150613,衣柜,Wardrobe
150614,茶几,Tea table
150615,电视柜,TV cabinet
150616,餐桌,Table
150617,电脑桌,The computer table
150618,鞋架/衣帽架,Shoe / coatrack
150619,儿童桌椅,Children's furniture
150620,儿童床,Children bed
150621,晾衣架,Clothes hanger
150622,进口家具,Imported furniture
150623,其他,Other
150701,瓷砖,Ceramic tile
150702,地板,Floor
150703,背景墙,Background wall
150704,玻璃家装,Glass decoration
150705,油漆涂料,Paint coating
150706,壁纸,Wallpaper
150707,涂刷辅料,Brushing accessories
150708,进口家装主材,Decoration main material imported
150709,其他,Other
150801,水槽,Water tank
150802,集成吊顶,Integrated ceiling
150803,卫浴装修,Bathroom decoration
150804,龙头,Faucet
150805,淋浴花洒,Shower
150806,马桶,Closestool
150807,智能马桶盖,Intelligent toilet seat cover
150808,厨卫挂件,Kitchen accessories
150809,浴室柜,Bathroom cabinet
150810,浴霸,Bath heater
150811,垃圾处理器,Garbage processor
150812,进口厨房卫浴,Imported kitchen bathroom
150813,其他,Other
150901,锁具,Lock
150902,接线板,Terminal block
150903,USB插座,USB socket
150904,工具箱,Hold-all
150905,门锁/拉手,Door lock / handle
150906,电动工具,Electric tool
150907,手动工具,Hand tools
150908,测量工具,Measuring tool
150909,劳防用品,PPE
150910,开关插座,Switch socket
150911,门铃,Doorbell
150912,监控安防,Monitoring security
150913,配电箱/断路器,Distribution box / circuit breaker
150914,进口五金电工,Import hardware electrician
150915,其他,Other
151001,装修设计,Decoration design
151002,装修全托,Boarding decoration
151003,软饰设计,Soft decoration design
151004,装修施工,Decoration construction
151005,淋浴房,Shower room
151006,橱柜,Cupboard
151007,集成吊顶,integrated ceiling
151008,门铃,Doorbell
151009,窗帘/窗纱,Window curtain
151010,壁挂炉,Wall hanging furnace
151011,散热器,radiator
151012,安装服务,Installation service
151013,进口装修定制品,Imported decoration products
151014,其他,Other
160101,邮票,Stamp
160102,钱币,Coin
160103,邮资封片,Postage stamp
160104,国外邮币,Foreign Youbi
160105,其他,Other
160201,音乐,Music
160202,电影,Film
160203,电视剧,TV play
160204,纪录片,Documentary
160205,影视器材,Video equipment
160206,音乐器材,Music equipment
160207,百科音像,Encyclopedia audio
160208,教育音像,Educational audiovisual
160209,游戏,Game
160210,影视/动漫周边,Film / Animation
160211,国外音像,Foreign video
160212,其他音像产品,Other audio and video products
160301,0-2岁,At the age of 0-2
160302,3-6岁,At the age of 3-6
160303,7-10岁,7-10 years
160304,11-14岁,11-14 years
160305,儿童文学,Children literature
160306,绘本,Picture books
160307,科普,Polular Science
160308,幼儿启蒙,Infant enlightenment
160309,进口图书,Imported Books
160310,手工游戏,Manual game
160311,智力开发,Intellectual development
160312,动漫卡通,Cartoon
160313,少儿英语,Children English
160314,其他少儿产品,Other children's products
160401,教学,Teaching
160402,中小学教辅,Primary and secondary schools Supplementary
160403,大中专教材,College textbook
160404,职业证书教材,Professional certificate
160405,课程考试,Course examination
160406,外语学习,Foreign language learning
160407,在线课堂,Online classroom
160408,字典词典,Dictionary
160409,国外书籍,Foreign books
160410,其他,Other
160501,小说,Novel
160502,文字,Written words
160503,青春文学,Youth Literature
160504,传记,Biography
160505,动漫,Comic
160506,艺术,Art
160507,摄影,Photography
160508,书法,Calligraphy
160509,音乐,Music
160510,绘画,painting
160511,国外书籍,Foreign books
160512,其他,Other
160601,管理,Administration
160602,金融与投资,Finance and investment
160603,智能,Intelligence
160604,营销,Marketing
160605,人在职场,Career
160606,人际交往,Interpersonal communication
160607,心灵鸡汤,Soul Soother
160608,经济,Economics
160609,励志与成功,Inspiration and success
160610,国外书籍,Foreign books
160611,其他,Other
160701,历史,History
160702,心理学,Psychology
160703,政治/军事,Political / military
160704,国学/古籍,Chinese Classics
160705,哲学/宗教,Philosophy / religion
160706,社会科学,Social Sciences
160707,法律,Law
160708,文化,Culture
160709,国外书籍,Foreign books
160710,其他,Other
160801,育儿/家教,Child rearing
160802,孕产/胎教,Maternal / fetal education
160803,健身保健,Fitness health
160804,旅游/地图,Travel / Map
160805,烹饪/美食,Cooking / food
160806,时尚美妆,Fashion beauty
160807,家居,Home Furnishing
160808,手工DIY,Manual DIY
160809,婚恋两性,Love and marriage
160810,体育,Sports
160811,国外生活书籍,Foreign life books
160812,其他,Other
160901,计算机与互联网,Computers and the Internet
160902,科普,Polular Science
160903,建筑,Architecture
160904,工业技术,Industrial Technology
160905,电子/通信,Electronics / communication
160906,医学,Medical Science
160907,科学与自然,Science and nature
160908,农林,Farming and Forestry
160909,国外科技书籍,Foreign science and technology books
160910,其他,Other
161001,杂志/期刊,Journal
161002,英文原版书,English original book
161003,海外图书,Overseas books
161004,港台图书,Hong Kong and Taiwan books
161005,其他,Other
173101,专利权,Patent right
173102,商标权,Trademark right
173103,商号权,Right to firm name
173201,发表权,Right of publication
173202,署名权,Right to sign one's name on a piece of work
173203,修改权,Modification right
173204,保护作品完整权,Protect the integrity of the work
173205,复制权,Right of reproduction
173206,发行权,Publishing right
173207,出租权,Rental right
173208,展览权,Right of public exhibition
173209,表演权,Performing rights
173210,放映权,Screening right
173211,广播权,Right of broadcasting
173212,信息网络传播权,Information network transmission right
173213,摄制权,Right of production
173214,改编权,Right of adaptation
173215,翻译权,Translation right
173216,汇编权,Assembly weight
173217,其他著作权,Other copyright
02010101,针织衫,Sweater
02010102,蕾丝衫,Lace shirt
02010103,Polo衫,Polo shirt
02010104,牛仔服,Jeans wear
02010105,雪服/雨服,Snow Suit
02010106,夹克,Jacket
02010107,T恤,T-shirt
02010108,毛衣,sweater
02010109,时尚套装,Fashion suit
02010110,雪纺衫,Chiffon shirt
02010111,针织衫,Sweater
02010112,打底衫,Bottoming shirt
02010113,吊带/背心,Sling / vest
02010114,马甲,Vest
02010115,衬衫,Shirt
02010116,风衣,Windbreaker
02010117,短外套,Short coat
02010118,卫衣,Sweater
02010119,小西装,Small suit
02010120,羽绒服,Down Jackets
02010121,毛呢大衣,woolen overcoat
02010122,棉服,Cotton
02010123,皮草,Leather and fur
02010124,羊绒衫,Cashmere sweater
02010125,毛衣,Sweater
02010126,真皮皮衣,Leather garment
02010127,仿皮皮衣,Leather leather
02010128,其他女士上装,Other ladies
02010201,牛仔裤,Jeans
02010202,铅笔裤,Pencil pants
02010203,喇叭裤,Bell-bottoms
02010204,五分裤,Five minutes pants
02010205,七分裤,Cropped Trousers
02010206,九分裤,Ninth pants
02010207,休闲裤,Casual pants
02010208,哈伦裤,Haren pants
02010209,背带裤,Rompers
02010210,小脚裤,Pencil Pants
02010211,西装裤,Suit pants
02010212,打底裤,Leggings
02010213,阔腿裤,Wide leg pants
02010214,短裤,shorts
02010215,棉裤,Cotton-padded trousers
02010216,毛裤,Long woodlen underwear
02010217,其他女士下装,The other ladies and
02010301,连衣裙,Dress
02010302,迷你裙,The Mini Skirt
02010303,窄身裙,Narrow skirt
02010304,九分裙,Nine point skirt
02010305,直筒裙,Straight skirt
02010306,圆台裙,Circular skirt
02010307,拖地裙,Mopping skirt
02010308,七分裙,Seven point skirt
02010309,蕾丝连衣裙,Lace dress
02010310,印花连衣裙,Print dress
02010311,真丝连衣裙,Silk dress
02010312,半身裙,Skirt
02010313,百褶裙,Pleated skirt
02010314,牛仔裙,Denim skirt
02010315,背心裙,Vest skirt
02010316,a字裙,A word skirt
02010317,棉麻连衣裙,Cotton dress
02010318,蕾丝半身裙,Lace skirt
02010319,包臀裙,Skirt
02010320,长袖连衣裙,Long sleeved dress
02010321,其他裙装,Other dresses
02010401,时尚气质套装,Fashion temperament
02010402,婚纱,Wedding dress
02010403,礼服,Full dress
02010404,旗袍/唐装,Dress / Costume
02010405,设计师/潮牌,Designer / tide card
02010406,大码女装,Large women
02010407,中老年女装,Middle-aged women
02010408,职业套装,Occupation suit
02010409,其他特色女装,Other women's wear
02010501, 光面文胸,Smooth bra
02010502,运动文胸,Sports bra
02010503,美背文胸,Beauty bra
02010504,聚拢文胸,Gather bra
02010505,蕾丝文胸,Lace bra
02010506,大杯文胸,Cup bra
02010507,轻薄塑身,Slim body
02010508,女士内裤,Women's underwear
02010509,其他特色文胸,Other bra
02020101,夹克,Jacket
02020102,PoLO衫,PoLO shirt
02020103,背心裙,Vest skirt
02020104,单西,Single West
02020105,棒球服,Baseball uniform
